0; 1,231827339473799; 0; 0
2005,1020408163263; 0,9876720849738966; 0; 2000
3994,897959183673; 0,8026928922650812; 0; 4000
5999,999999999998; 0,6642287236943344; 0; 6000
8005,102040816324; 0,5775941392002718; 0; 8000
9994,89795918367; 0,5471771937514986; 0; 10000
11999,999999999998; 0,5775941392002718; 0; 12000
-7,653061224490102; 1,3299463583477986; 1; 0
2005,1020408163263; 0,9876720849738966; 1; 2000
3994,897959183673; 0,8627317957201277; 1; 4000
5999,999999999998; 0,7570014792334963; 1; 6000
8005,102040816324; 0,6886219241514007; 1; 8000
9994,89795918367; 0,6582666514921945; 1; 10000
11999,999999999998; 0,6886219241514007; 1; 12000
0; 1,1461024791234031; 2; 0
2005,1020408163254; 0,9876720849738966; 2; 2000
3994,897959183673; 0,7468321933760035; 2; 4000
5999,999999999998; 0,580203944487149; 2; 6000
8005,102040816324; 0,484467569123103; 2; 8000
9994,89795918367; 0,45483525662900065; 2; 10000
11999,999999999998; 0,4822883939636929; 2; 12000
